timestamp,cpu_percent,ram_percent,gpu_percent,vram_percent
2026-01-06 19:59:00.579743,56.3,78.3,16.0,5.192057291666666
2026-01-06 19:59:01.624011,82.6,78.1,19.0,5.192057291666666
2026-01-06 19:59:02.693832,86.0,78.2,11.0,5.192057291666666
2026-01-06 19:59:03.763961,83.1,78.3,18.0,5.192057291666666
2026-01-06 19:59:04.821140,80.7,78.4,17.0,5.192057291666666
2026-01-06 19:59:05.875824,85.2,78.4,16.0,5.192057291666666
2026-01-06 19:59:07.008345,84.0,78.4,16.0,5.192057291666666
2026-01-06 19:59:08.056340,83.3,78.2,17.0,5.192057291666666
2026-01-06 19:59:09.109484,81.3,78.4,14.0,5.192057291666666
2026-01-06 19:59:10.167308,84.2,78.5,17.0,5.192057291666666
2026-01-06 19:59:11.225613,84.5,78.5,17.0,5.192057291666666
2026-01-06 19:59:12.282761,81.6,78.3,15.0,5.192057291666666
2026-01-06 19:59:13.341790,82.7,78.7,16.0,5.192057291666666
2026-01-06 19:59:14.397331,89.1,78.6,17.0,5.192057291666666
2026-01-06 19:59:15.464425,86.4,78.5,15.0,5.192057291666666
2026-01-06 19:59:16.521367,87.2,78.6,16.0,5.192057291666666
2026-01-06 19:59:17.581480,86.5,78.6,19.0,5.192057291666666
2026-01-06 19:59:18.630380,86.3,78.5,20.0,5.192057291666666
2026-01-06 19:59:19.691827,82.2,78.6,15.0,5.192057291666666
2026-01-06 19:59:20.738290,83.1,78.8,15.0,5.192057291666666
2026-01-06 19:59:21.797401,85.9,78.6,20.0,5.192057291666666
2026-01-06 19:59:22.881774,83.8,78.7,20.0,5.192057291666666
2026-01-06 19:59:23.938929,86.4,78.6,19.0,5.192057291666666
2026-01-06 19:59:24.998714,85.7,79.0,16.0,5.192057291666666
2026-01-06 19:59:26.056258,87.4,78.9,12.0,5.192057291666666
