timestamp,cpu_percent,ram_percent,gpu_percent,vram_percent
2026-01-06 19:56:45.824908,0.0,65.9,22.0,5.192057291666666
2026-01-06 19:56:46.849366,21.5,66.0,21.0,5.192057291666666
2026-01-06 19:56:47.878744,21.5,65.8,22.0,5.192057291666666
2026-01-06 19:56:48.910337,27.6,65.9,23.0,5.192057291666666
2026-01-06 19:56:49.936481,31.7,65.8,22.0,5.192057291666666
2026-01-06 19:56:50.965593,32.6,65.8,22.0,5.192057291666666
2026-01-06 19:56:51.990776,26.0,65.7,22.0,5.192057291666666
2026-01-06 19:56:53.018340,19.6,65.7,23.0,5.192057291666666
2026-01-06 19:56:54.042516,21.5,65.8,22.0,5.192057291666666
2026-01-06 19:56:55.072146,28.8,65.3,22.0,5.192057291666666
2026-01-06 19:56:56.139251,24.6,65.5,22.0,5.192057291666666
2026-01-06 19:56:57.198450,48.4,65.3,32.0,5.192057291666666
2026-01-06 19:56:58.235347,73.5,65.3,27.0,5.192057291666666
2026-01-06 19:56:59.273704,73.0,66.0,30.0,5.192057291666666
2026-01-06 19:57:00.315849,74.6,66.7,25.0,5.192057291666666
2026-01-06 19:57:01.355568,75.3,67.3,23.0,5.192057291666666
2026-01-06 19:57:02.396459,73.5,68.1,29.0,5.192057291666666
2026-01-06 19:57:03.425562,68.0,68.1,33.0,5.192057291666666
2026-01-06 19:57:04.453779,55.2,68.0,41.0,5.192057291666666
2026-01-06 19:57:05.482912,35.6,68.1,40.0,5.192057291666666
2026-01-06 19:57:06.509418,31.9,68.1,44.0,5.192057291666666
2026-01-06 19:57:07.536356,25.0,68.2,41.0,5.192057291666666
2026-01-06 19:57:08.561894,24.7,68.1,37.0,5.192057291666666
2026-01-06 19:57:09.587106,21.1,68.0,42.0,5.192057291666666
2026-01-06 19:57:10.613391,16.8,68.0,48.0,5.192057291666666
2026-01-06 19:57:11.638079,13.3,65.0,48.0,5.192057291666666
2026-01-06 19:57:12.666679,1.1,65.0,14.0,5.192057291666666
2026-01-06 19:57:13.695432,1.4,65.0,14.0,5.192057291666666
2026-01-06 19:57:14.724860,1.5,65.0,14.0,5.192057291666666
2026-01-06 19:57:15.750744,19.4,65.1,19.0,5.192057291666666
2026-01-06 19:57:16.782935,19.5,65.2,18.0,5.192057291666666
2026-01-06 19:57:17.807861,20.8,65.2,19.0,5.192057291666666
2026-01-06 19:57:18.833996,19.8,65.2,18.0,5.192057291666666
2026-01-06 19:57:19.861473,22.6,65.2,19.0,5.192057291666666
2026-01-06 19:57:20.885352,22.7,65.1,20.0,5.192057291666666
2026-01-06 19:57:21.915658,20.9,65.2,19.0,5.192057291666666
2026-01-06 19:57:22.940572,21.4,65.3,19.0,5.192057291666666
2026-01-06 19:57:23.964973,21.1,65.2,22.0,5.192057291666666
