timestamp,cpu_percent,ram_percent,gpu_percent,vram_percent
2026-01-06 20:09:28.132205,87.7,77.6,21.0,5.192057291666666
2026-01-06 20:09:29.196921,84.4,77.6,18.0,5.192057291666666
2026-01-06 20:09:30.250460,87.4,77.8,16.0,5.192057291666666
2026-01-06 20:09:31.303648,87.3,77.6,19.0,5.192057291666666
2026-01-06 20:09:32.359637,84.4,77.7,17.0,5.192057291666666
2026-01-06 20:09:33.448053,85.6,78.1,17.0,5.192057291666666
2026-01-06 20:09:34.539870,86.2,77.9,17.0,5.192057291666666
2026-01-06 20:09:35.586944,86.1,78.2,17.0,5.192057291666666
2026-01-06 20:09:36.643474,86.2,78.0,17.0,5.192057291666666
2026-01-06 20:09:37.692561,86.8,77.9,18.0,5.192057291666666
